%time,field.header.seq,field.header.stamp,field.header.frame_id,field.values0,field.values1,field.values2,field.values3
1629153491255023895,9155,862988000000,,852900289.0,852900311.0,852900336.0,852901055.0
1629153491267861348,9156,862998000000,,852909888.0,852909910.0,852909935.0,852910654.0
1629153491281723103,9157,862998000000,,852909888.0,852909910.0,852909935.0,852910654.0
1629153491294581438,9158,863008000000,,852919792.0,852919813.0,852919838.0,852920557.0
1629153491296203449,9159,863018000000,,852929695.0,852929717.0,852929742.0,852930461.0
1629153491309018481,9160,863028000000,,852939602.0,852939631.0,852939655.0,852940382.0
1629153491322116444,9161,863028000000,,852939602.0,852939631.0,852939655.0,852940382.0
1629153491334979947,9162,863048000000,,852959714.0,852959736.0,852959760.0,852960480.0
1629153491347832066,9163,863068000000,,852979213.0,852979235.0,852979260.0,852979979.0
1629153491360667284,9164,863088000000,,852999020.0,852999042.0,852999067.0,852999786.0
1629153491373569130,9165,863088000000,,852999020.0,852999042.0,852999067.0,852999786.0
1629153491386371242,9166,863098000000,,853008924.0,853008946.0,853008970.0,853009690.0
1629153491388090613,9167,863108000000,,853018835.0,853018857.0,853018882.0,853019608.0
1629153491400980377,9168,863118000000,,853028731.0,853028753.0,853028778.0,853029498.0
1629153491413899544,9169,863118000000,,853028731.0,853028753.0,853028778.0,853029498.0
1629153491426841550,9170,863138000000,,853048538.0,853048560.0,853048585.0,853049304.0
1629153491439664055,9171,863169000000,,853078552.0,853078574.0,853078599.0,853079318.0
1629153491452506816,9172,863169000000,,853078552.0,853078574.0,853078599.0,853079318.0
1629153491465491425,9173,863188000000,,853098061.0,853098083.0,853098108.0,853098831.0
1629153491478340820,9174,863198000000,,853107960.0,853107982.0,853108007.0,853108727.0
1629153491491198875,9175,863208000000,,853117864.0,853117886.0,853117911.0,853118630.0
1629153491492988857,9176,863228000000,,853137671.0,853137693.0,853137718.0,853138437.0
1629153491505848309,9177,863239000000,,853147576.0,853147598.0,853147622.0,853148343.0
1629153491518693234,9178,863268000000,,853177286.0,853177308.0,853177332.0,853178052.0
1629153491531537251,9179,863279000000,,853187189.0,853187211.0,853187236.0,853187973.0
1629153491544281953,9180,863279000000,,853187189.0,853187211.0,853187236.0,853187973.0
1629153491557230664,9181,863288000000,,853197093.0,853197115.0,853197139.0,853197859.0
1629153491583982951,9182,863298000000,,853207029.0,853207051.0,853207076.0,853207077.0
1629153491596821800,9183,863308000000,,853216654.0,853216676.0,853216700.0,853216702.0
1629153491598592644,9184,863328000000,,853236708.0,853236730.0,853236758.0,853237474.0
1629153491612458590,9185,863348000000,,853256523.0,853256545.0,853256569.0,853257285.0
1629153491625366582,9186,863359000000,,853266422.0,853266444.0,853266468.0,853267203.0
1629153491638286518,9187,863389000000,,853296136.0,853296158.0,853296183.0,853296898.0
1629153491651309471,9188,863398000000,,853305076.0,853305098.0,853305123.0,853305124.0
1629153491664137564,9189,863398000000,,853305076.0,853305098.0,853305123.0,853305124.0
1629153491677097309,9190,863408000000,,853314800.0,853314824.0,853314849.0,853314850.0
1629153491690109366,9191,863428000000,,853334639.0,853334661.0,853334686.0,853334687.0
1629153491702962952,9192,863428000000,,853334639.0,853334661.0,853334686.0,853334687.0
1629153491715904120,9193,863448000000,,853354798.0,853354820.0,853354844.0,853354846.0
1629153491728760708,9194,863468000000,,853374254.0,853374276.0,853374301.0,853374302.0
1629153491742048921,9195,863468000000,,853374254.0,853374276.0,853374301.0,853374302.0
1629153491754887002,9196,863488000000,,853394208.0,853394230.0,853394254.0,853394256.0
1629153491767702872,9197,863498000000,,853403929.0,853403951.0,853403976.0,853403977.0
1629153491794256180,9198,863508000000,,853413866.0,853413888.0,853413912.0,853413914.0
1629153491807086648,9199,863528000000,,853433657.0,853433678.0,853433703.0,853433705.0
1629153491820047860,9200,863548000000,,853453662.0,853453684.0,853453709.0,853453710.0
1629153491833025625,9201,863548000000,,853453662.0,853453684.0,853453709.0,853453710.0
1629153491845997173,9202,863558000000,,853463370.0,853463392.0,853463417.0,853463418.0
1629153491858841191,9203,863588000000,,853493735.0,853493757.0,853493782.0,853493783.0
1629153491872032602,9204,863588000000,,853493735.0,853493757.0,853493782.0,853493783.0
1629153491897761354,9205,863598000000,,853503261.0,853503283.0,853503308.0,853503310.0
1629153491911654189,9206,863598000000,,853503261.0,853503283.0,853503308.0,853503310.0
1629153491924694532,9207,863608000000,,853513061.0,853513083.0,853513108.0,853513109.0
1629153491937705821,9208,863618000000,,853523410.0,853523432.0,853523456.0,853523458.0
1629153491951620028,9209,863618000000,,853523410.0,853523432.0,853523456.0,853523458.0
1629153491964669800,9210,863648000000,,853552666.0,853552688.0,853552713.0,853552714.0
1629153491977686187,9211,863668000000,,853572476.0,853572498.0,853572522.0,853572524.0
1629153491991478240,9212,863668000000,,853572476.0,853572498.0,853572522.0,853572524.0
1629153492004229297,9213,863678000000,,853582378.0,853582400.0,853582424.0,853582426.0
1629153492017263145,9214,863688000000,,853591177.0,853591199.0,853591223.0,853591935.0
1629153492031177631,9215,863688000000,,853591177.0,853591199.0,853591223.0,853591935.0
1629153492044123757,9216,863698000000,,853602256.0,853602278.0,853602303.0,853602305.0
1629153492057026023,9217,863728000000,,853631895.0,853631917.0,853631942.0,853631943.0
1629153492069839868,9218,863738000000,,853641627.0,853641649.0,853641674.0,853641675.0
1629153492082662514,9219,863738000000,,853641627.0,853641649.0,853641674.0,853641675.0
1629153492095769207,9220,863758000000,,853661628.0,853661650.0,853661675.0,853661677.0
1629153492108700527,9221,863778000000,,853681414.0,853681436.0,853681464.0,853681465.0
1629153492121977774,9222,863778000000,,853681414.0,853681436.0,853681464.0,853681465.0
1629153492134868516,9223,863788000000,,853690247.0,853690269.0,853690293.0,853691007.0
1629153492147733416,9224,863798000000,,853700116.0,853700138.0,853700162.0,853700873.0
1629153492161627578,9225,863798000000,,853700116.0,853700138.0,853700162.0,853700873.0
1629153492174559317,9226,863808000000,,853709664.0,853709686.0,853709710.0,853710427.0
1629153492199930408,9227,863818000000,,853720848.0,853720870.0,853720895.0,853720896.0
1629153492212838401,9228,863818000000,,853720848.0,853720870.0,853720895.0,853720896.0
1629153492225835511,9229,863838000000,,853739290.0,853739312.0,853739337.0,853740071.0
1629153492238750977,9230,863858000000,,853759527.0,853759550.0,853759577.0,853760317.0
1629153492252160785,9231,863858000000,,853759527.0,853759550.0,853759577.0,853760317.0
1629153492265212023,9232,863878000000,,853778919.0,853778941.0,853778966.0,853779689.0
1629153492278289383,9233,863898000000,,853798769.0,853798791.0,853798816.0,853799532.0
1629153492292270568,9234,863898000000,,853798769.0,853798791.0,853798816.0,853799532.0
1629153492305350441,9235,863908000000,,853808468.0,853808490.0,853808515.0,853809231.0
1629153492318357260,9236,863918000000,,853819881.0,853819903.0,853819928.0,853819929.0
1629153492332363658,9237,863918000000,,853819881.0,853819903.0,853819928.0,853819929.0
1629153492345267251,9238,863928000000,,853828255.0,853828277.0,853828301.0,853829017.0
1629153492358335880,9239,863938000000,,853838326.0,853838348.0,853838373.0,853839089.0
1629153492371317975,9240,863948000000,,853848709.0,853848731.0,853848755.0,853849468.0
1629153492384438287,9241,863948000000,,853848709.0,853848731.0,853848755.0,853849468.0
1629153492397293968,9242,863978000000,,853878363.0,853878385.0,853878410.0,853879123.0
1629153492411138542,9243,863978000000,,853878363.0,853878385.0,853878410.0,853879123.0
1629153492424132650,9244,863988000000,,853888467.0,853888488.0,853888513.0,853889226.0
1629153492437122707,9245,863998000000,,853898739.0,853898761.0,853898785.0,853899502.0
1629153492449967143,9246,864018000000,,853918546.0,853918568.0,853918592.0,853919309.0
1629153492462907961,9247,864018000000,,853918546.0,853918568.0,853918592.0,853919309.0
1629153492475724251,9248,864038000000,,853937934.0,853937956.0,853937980.0,853937982.0
1629153492488615272,9249,864058000000,,853958164.0,853958186.0,853958211.0,853958924.0
1629153492501446089,9250,864068000000,,853967447.0,853967469.0,853967494.0,853967495.0
1629153492514315529,9251,864068000000,,853967447.0,853967469.0,853967494.0,853967495.0
1629153492527195026,9252,864098000000,,853996372.0,853996394.0,853996421.0,853996423.0
1629153492541005447,9253,864098000000,,853996372.0,853996394.0,853996421.0,853996423.0
1629153492553983911,9254,864108000000,,854007360.0,854007381.0,854007406.0,854008122.0
1629153492566979415,9255,864138000000,,854036997.0,854037019.0,854037044.0,854037759.0
1629153492579907522,9256,864158000000,,854056828.0,854056850.0,854056874.0,854057590.0
1629153492592929497,9257,864158000000,,854056828.0,854056850.0,854056874.0,854057590.0
1629153492605751514,9258,864178000000,,854076217.0,854076243.0,854076268.0,854076983.0
1629153492618692332,9259,864188000000,,854085923.0,854085945.0,854085970.0,854086691.0
1629153492631990672,9260,864188000000,,854085923.0,854085945.0,854085970.0,854086691.0
1629153492645087727,9261,864198000000,,854095821.0,854095843.0,854095867.0,854096607.0
1629153492658012132,9262,864208000000,,854105725.0,854105746.0,854105771.0,854106493.0
1629153492670944290,9263,864228000000,,854125532.0,854125554.0,854125578.0,854126300.0
1629153492684004748,9264,864228000000,,854125532.0,854125554.0,854125578.0,854126300.0
1629153492697050608,9265,864258000000,,854155243.0,854155264.0,854155289.0,854156011.0
1629153492709948334,9266,864268000000,,854165146.0,854165168.0,854165193.0,854165915.0
1629153492722714687,9267,864268000000,,854165146.0,854165168.0,854165193.0,854165915.0
1629153492735624635,9268,864288000000,,854184954.0,854184975.0,854185000.0,854185741.0
1629153492748479129,9269,864348000000,,854244374.0,854244396.0,854244421.0,854245143.0
1629153492761316441,9270,864358000000,,854254279.0,854254301.0,854254325.0,854255047.0
1629153492774112756,9271,864358000000,,854254279.0,854254301.0,854254325.0,854255047.0
1629153492787044286,9272,864388000000,,854283570.0,854283592.0,854283617.0,854283618.0
1629153492826241513,9273,864398000000,,854293874.0,854293896.0,854293921.0,854293922.0
1629153492838962189,9274,864409000000,,854304235.0,854304256.0,854304281.0,854304996.0
1629153492852186426,9275,864409000000,,854304235.0,854304256.0,854304281.0,854304996.0
1629153492865180534,9276,864428000000,,854323437.0,854323459.0,854323484.0,854324202.0
1629153492878119397,9277,864438000000,,854333339.0,854333361.0,854333385.0,854334103.0
1629153492891139486,9278,864468000000,,854363057.0,854363079.0,854363103.0,854363822.0
1629153492904175848,9279,864468000000,,854363057.0,854363079.0,854363103.0,854363822.0
1629153492917158711,9280,864478000000,,854372945.0,854372967.0,854372992.0,854373710.0
1629153492929939102,9281,864489000000,,854383032.0,854383056.0,854383083.0,854383826.0
1629153492942820764,9282,864489000000,,854383032.0,854383056.0,854383083.0,854383826.0
1629153492955335197,9283,864508000000,,854402833.0,854402855.0,854402883.0,854403598.0
1629153492968219164,9284,864518000000,,854412565.0,854412587.0,854412611.0,854413330.0
1629153492981150554,9285,864548000000,,854442280.0,854442302.0,854442326.0,854443045.0
1629153492994074750,9286,864548000000,,854442280.0,854442302.0,854442326.0,854443045.0
1629153493006990285,9287,864558000000,,854452189.0,854452211.0,854452236.0,854452954.0
1629153493020866078,9288,864558000000,,854452189.0,854452211.0,854452236.0,854452954.0
1629153493033894339,9289,864579000000,,854472006.0,854472030.0,854472061.0,854472786.0
1629153493047035115,9290,864598000000,,854491802.0,854491824.0,854491849.0,854492563.0
1629153493061104161,9291,864598000000,,854491802.0,854491824.0,854491849.0,854492563.0
1629153493073932813,9292,864608000000,,854500896.0,854500921.0,854500947.0,854500950.0
1629153493086970712,9293,864619000000,,854511618.0,854511640.0,854511664.0,854512379.0
1629153493100095704,9294,864629000000,,854521521.0,854521543.0,854521567.0,854522282.0
1629153493113071652,9295,864629000000,,854521521.0,854521543.0,854521567.0,854522282.0
1629153493126181977,9296,864639000000,,854531420.0,854531442.0,854531467.0,854532181.0
1629153493139053652,9297,864659000000,,854551226.0,854551249.0,854551282.0,854552003.0
1629153493152382513,9298,864659000000,,854551226.0,854551249.0,854551282.0,854552003.0
1629153493165421180,9299,864678000000,,854570206.0,854570228.0,854570253.0,854570254.0
1629153493178370100,9300,864688000000,,854580089.0,854580114.0,854580140.0,854580142.0
1629153493192229690,9301,864688000000,,854580089.0,854580114.0,854580140.0,854580142.0
1629153493205250756,9302,864698000000,,854590007.0,854590029.0,854590054.0,854590055.0
1629153493218131720,9303,864708000000,,854600477.0,854600499.0,854600527.0,854600529.0
1629153493230955064,9304,864718000000,,854610011.0,854610033.0,854610062.0,854610064.0
1629153493244126361,9305,864718000000,,854610011.0,854610033.0,854610062.0,854610064.0
1629153493257080170,9306,864748000000,,854639542.0,854639564.0,854639589.0,854639590.0
1629153493270143282,9307,864758000000,,854649996.0,854650018.0,854650043.0,854650044.0
1629153493282965019,9308,864758000000,,854649996.0,854650018.0,854650043.0,854650044.0
1629153493295926231,9309,864768000000,,854659504.0,854659526.0,854659550.0,854659552.0
1629153493308791481,9310,864798000000,,854689043.0,854689065.0,854689090.0,854689091.0
1629153493322250876,9311,864798000000,,854689043.0,854689065.0,854689090.0,854689091.0
1629153493335364763,9312,864808000000,,854699014.0,854699036.0,854699060.0,854699062.0
1629153493348326673,9313,864818000000,,854708854.0,854708876.0,854708900.0,854708902.0
1629153493362109577,9314,864818000000,,854708854.0,854708876.0,854708900.0,854708902.0
1629153493375019735,9315,864838000000,,854728654.0,854728676.0,854728701.0,854728702.0
1629153493388061754,9316,864848000000,,854738529.0,854738551.0,854738576.0,854738577.0
1629153493401897877,9317,864848000000,,854738529.0,854738551.0,854738576.0,854738577.0
1629153493414770669,9318,864878000000,,854767287.0,854767309.0,854767334.0,854768052.0
1629153493427715957,9319,864888000000,,854777356.0,854777378.0,854777404.0,854778133.0
1629153493441278859,9320,864888000000,,854777356.0,854777378.0,854777404.0,854778133.0
1629153493454133212,9321,864898000000,,854787492.0,854787514.0,854787538.0,854788276.0
1629153493467128508,9322,864908000000,,854797021.0,854797043.0,854797067.0,854797787.0
1629153493480116050,9323,864918000000,,854806901.0,854806923.0,854806947.0,854807665.0
1629153493493093815,9324,864918000000,,854806901.0,854806923.0,854806947.0,854807665.0
1629153493506118025,9325,864928000000,,854817951.0,854817973.0,854817998.0,854817999.0
1629153493519064430,9326,864958000000,,854847506.0,854847528.0,854847553.0,854847554.0
1629153493532072506,9327,864958000000,,854847506.0,854847528.0,854847553.0,854847554.0
1629153493545084563,9328,864968000000,,854857409.0,854857431.0,854857459.0,854857461.0
1629153493558129865,9329,864998000000,,854887127.0,854887149.0,854887173.0,854887175.0
1629153493571102043,9330,865008000000,,854897016.0,854897038.0,854897062.0,854897064.0
1629153493584029661,9331,865008000000,,854897016.0,854897038.0,854897062.0,854897064.0
1629153493597055407,9332,865018000000,,854906923.0,854906946.0,854906982.0,854906983.0
1629153493610000416,9333,865038000000,,854925182.0,854925204.0,854925229.0,854925938.0
1629153493622948638,9334,865038000000,,854925182.0,854925204.0,854925229.0,854925938.0
1629153493635881634,9335,865048000000,,854935087.0,854935109.0,854935133.0,854935842.0
1629153493648740108,9336,865058000000,,854944976.0,854945001.0,854945027.0,854945756.0
1629153493662242037,9337,865058000000,,854944976.0,854945001.0,854945027.0,854945756.0
1629153493675235307,9338,865088000000,,854974703.0,854974725.0,854974749.0,854975458.0
1629153493688215935,9339,865098000000,,854984569.0,854984591.0,854984616.0,854985360.0
1629153493702124624,9340,865098000000,,854984569.0,854984591.0,854984616.0,854985360.0
1629153493715077036,9341,865108000000,,854994511.0,854994533.0,854994558.0,854995267.0
1629153493728069537,9342,865128000000,,855014315.0,855014336.0,855014361.0,855015070.0
1629153493741917324,9343,865128000000,,855014315.0,855014336.0,855014361.0,855015070.0
1629153493754821266,9344,865138000000,,855024780.0,855024802.0,855024827.0,855025544.0
1629153493767838771,9345,865168000000,,855053976.0,855053998.0,855054023.0,855054736.0
1629153493781819467,9346,865168000000,,855053976.0,855053998.0,855054023.0,855054736.0
1629153493794677522,9347,865178000000,,855063836.0,855063857.0,855063882.0,855064591.0
1629153493807611985,9348,865188000000,,855073703.0,855073725.0,855073750.0,855074485.0
1629153493821482331,9349,865188000000,,855073703.0,855073725.0,855073750.0,855074485.0
1629153493834463727,9350,865198000000,,855083644.0,855083666.0,855083691.0,855084399.0
1629153493847450572,9351,865208000000,,855093546.0,855093568.0,855093593.0,855094301.0
1629153493861117258,9352,865208000000,,855093546.0,855093568.0,855093593.0,855094301.0
1629153493874077143,9353,865218000000,,855103447.0,855103468.0,855103493.0,855104201.0
1629153493887066013,9354,865228000000,,855113320.0,855113342.0,855113367.0,855114084.0
1629153493900997261,9355,865228000000,,855113320.0,855113342.0,855113367.0,855114084.0
1629153493913948136,9356,865258000000,,855143065.0,855143087.0,855143112.0,855143819.0
1629153493926921222,9357,865288000000,,855172737.0,855172758.0,855172783.0,855173490.0
1629153493939825792,9358,865298000000,,855182674.0,855182695.0,855182720.0,855183427.0
1629153493952759626,9359,865298000000,,855182674.0,855182695.0,855182720.0,855183427.0
1629153493965733130,9360,865308000000,,855193142.0,855193164.0,855193189.0,855193905.0
1629153493991280643,9361,865318000000,,855202865.0,855202887.0,855202912.0,855203629.0
1629153494004249188,9362,865318000000,,855202865.0,855202887.0,855202912.0,855203629.0
1629153494017224020,9363,865328000000,,855212421.0,855212443.0,855212468.0,855213180.0
1629153494030004271,9364,865338000000,,855222304.0,855222326.0,855222350.0,855223058.0
1629153494042967788,9365,865338000000,,855222304.0,855222326.0,855222350.0,855223058.0
1629153494055913844,9366,865348000000,,855232762.0,855232787.0,855232813.0,855233550.0
1629153494068860390,9367,865378000000,,855262137.0,855262159.0,855262183.0,855262900.0
1629153494081577504,9368,865378000000,,855262137.0,855262159.0,855262183.0,855262900.0
1629153494094516646,9369,865388000000,,855271792.0,855271814.0,855271839.0,855272550.0
1629153494107430436,9370,865418000000,,855301518.0,855301540.0,855301565.0,855302276.0
1629153494121064645,9371,865418000000,,855301518.0,855301540.0,855301565.0,855302276.0
1629153494133973895,9372,865428000000,,855311422.0,855311444.0,855311469.0,855312180.0
1629153494146936923,9373,865458000000,,855341136.0,855341158.0,855341183.0,855341894.0
1629153494159780452,9374,865468000000,,855351036.0,855351058.0,855351082.0,855351793.0
1629153494172717289,9375,865468000000,,855351036.0,855351058.0,855351082.0,855351793.0
1629153494185508366,9376,865498000000,,855380746.0,855380768.0,855380792.0,855381503.0
1629153494198537045,9377,865508000000,,855390773.0,855390795.0,855390819.0,855391535.0
1629153494211409349,9378,865518000000,,855400547.0,855400569.0,855400594.0,855401304.0
1629153494224346745,9379,865518000000,,855400547.0,855400569.0,855400594.0,855401304.0
1629153494237200959,9380,865548000000,,855430268.0,855430290.0,855430315.0,855431026.0
1629153494250259950,9381,865558000000,,855440244.0,855440266.0,855440291.0,855441007.0
1629153494263397234,9382,865558000000,,855440244.0,855440266.0,855440291.0,855441007.0
1629153494276443793,9383,865598000000,,855479785.0,855479807.0,855479831.0,855480543.0
1629153494289557121,9384,865628000000,,855509500.0,855509522.0,855509547.0,855510259.0
1629153494315111618,9385,865638000000,,855519403.0,855519425.0,855519449.0,855520161.0
1629153494328320490,9386,865668000000,,855548505.0,855548527.0,855548552.0,855548553.0
1629153494342239795,9387,865668000000,,855548505.0,855548527.0,855548552.0,855548553.0
1629153494355318760,9388,865678000000,,855559013.0,855559035.0,855559059.0,855559771.0
1629153494368340735,9389,865708000000,,855588724.0,855588749.0,855588774.0,855589481.0
1629153494382359705,9390,865708000000,,855588724.0,855588749.0,855588774.0,855589481.0
1629153494395272656,9391,865718000000,,855598632.0,855598654.0,855598679.0,855599386.0
1629153494408162210,9392,865748000000,,855628305.0,855628327.0,855628351.0,855629058.0
1629153494422291810,9393,865748000000,,855628305.0,855628327.0,855628351.0,855629058.0
1629153494435172564,9394,865759000000,,855638222.0,855638244.0,855638269.0,855638976.0
1629153494448089845,9395,865768000000,,855647286.0,855648141.0,855648166.0,855648873.0
1629153494462112935,9396,865768000000,,855647286.0,855648141.0,855648166.0,855648873.0
1629153494474936838,9397,865798000000,,855677027.0,855677049.0,855677077.0,855677079.0
1629153494487824227,9398,865808000000,,855686934.0,855686956.0,855686984.0,855686985.0
1629153494514191266,9399,865838000000,,855716645.0,855716667.0,855716695.0,855716697.0
1629153494527184745,9400,865848000000,,855726550.0,855726572.0,855726599.0,855726601.0
1629153494541166489,9401,865848000000,,855726550.0,855726572.0,855726599.0,855726601.0
1629153494554112406,9402,865878000000,,855756258.0,855756279.0,855756307.0,855756309.0
1629153494567232788,9403,865898000000,,855776045.0,855776067.0,855776096.0,855776097.0
1629153494581199166,9404,865898000000,,855776045.0,855776067.0,855776096.0,855776097.0
1629153494594235738,9405,865928000000,,855805775.0,855805797.0,855805825.0,855805826.0
1629153494607118378,9406,865938000000,,855815683.0,855815705.0,855815733.0,855815734.0
1629153494620080777,9407,865968000000,,855845375.0,855845397.0,855845424.0,855845426.0
1629153494633034377,9408,865968000000,,855845375.0,855845397.0,855845424.0,855845426.0
1629153494646064872,9409,865978000000,,855855282.0,855855304.0,855855332.0,855855333.0
1629153494658895410,9410,866008000000,,855883819.0,855883841.0,855883869.0,855884614.0
1629153494672257026,9411,866008000000,,855883819.0,855883841.0,855883869.0,855884614.0
1629153494685332360,9412,866018000000,,855894135.0,855894157.0,855894185.0,855894898.0
1629153494698217305,9413,866048000000,,855923593.0,855923615.0,855923645.0,855923646.0
1629153494711248709,9414,866058000000,,855934524.0,855934546.0,855934574.0,855934575.0
1629153494724126040,9415,866058000000,,855934524.0,855934546.0,855934574.0,855934575.0
1629153494737031798,9416,866068000000,,855944394.0,855944416.0,855944444.0,855944446.0
1629153494750051049,9417,866098000000,,855974140.0,855974165.0,855974193.0,855974195.0
1629153494762937390,9418,866098000000,,855974140.0,855974165.0,855974193.0,855974195.0
1629153494775731960,9419,866128000000,,856003852.0,856003874.0,856003902.0,856003903.0
1629153494788540218,9420,866138000000,,856013754.0,856013776.0,856013804.0,856013805.0
1629153494802230581,9421,866138000000,,856013754.0,856013776.0,856013804.0,856013805.0
1629153494815172656,9422,866148000000,,856023641.0,856023663.0,856023690.0,856023692.0
1629153494828014368,9423,866178000000,,856052547.0,856052569.0,856052596.0,856053313.0
1629153494840957561,9424,866188000000,,856062100.0,856062127.0,856062158.0,856062889.0
1629153494866612770,9425,866198000000,,856072380.0,856072402.0,856072430.0,856073163.0
1629153494879581735,9426,866228000000,,856102293.0,856102315.0,856102343.0,856103060.0
1629153494892477924,9427,866228000000,,856102293.0,856102315.0,856102343.0,856103060.0
1629153494905512610,9428,866258000000,,856132004.0,856132026.0,856132054.0,856132771.0
1629153494918330017,9429,866268000000,,856141707.0,856141729.0,856141757.0,856142473.0
1629153494931227324,9430,866278000000,,856151252.0,856151273.0,856151301.0,856152009.0
1629153494956824354,9431,866308000000,,856180534.0,856180556.0,856180583.0,856181333.0
1629153494969637152,9432,866318000000,,856190436.0,856190458.0,856190486.0,856191219.0
1629153494982492065,9433,866318000000,,856190436.0,856190458.0,856190486.0,856191219.0
1629153494995403410,9434,866348000000,,856220147.0,856220169.0,856220197.0,856220933.0
1629153495008276342,9435,866358000000,,856230051.0,856230073.0,856230100.0,856230850.0
1629153495021159750,9436,866368000000,,856239954.0,856239976.0,856240006.0,856240720.0
1629153495034100219,9437,866368000000,,856239954.0,856239976.0,856240006.0,856240720.0
1629153495047040409,9438,866398000000,,856269667.0,856269689.0,856269717.0,856270435.0
1629153495059948820,9439,866408000000,,856279575.0,856279598.0,856279637.0,856280352.0
1629153495072893340,9440,866408000000,,856279575.0,856279598.0,856279637.0,856280352.0
1629153495085799238,9441,866438000000,,856309354.0,856309376.0,856309403.0,856310155.0
1629153495098631312,9442,866448000000,,856319184.0,856319206.0,856319234.0,856319982.0
1629153495111970439,9443,866448000000,,856319184.0,856319206.0,856319234.0,856319982.0
1629153495124949950,9444,866468000000,,856338992.0,856339014.0,856339043.0,856339794.0
1629153495137930718,9445,866488000000,,856358799.0,856358821.0,856358848.0,856359581.0
1629153495151806721,9446,866488000000,,856358799.0,856358821.0,856358848.0,856359581.0
1629153495164824365,9447,866498000000,,856368906.0,856368933.0,856368961.0,856369674.0
1629153495177723209,9448,866528000000,,856398412.0,856398434.0,856398462.0,856399201.0
1629153495190682116,9449,866538000000,,856408316.0,856408337.0,856408365.0,856409088.0
1629153495203693475,9450,866538000000,,856408316.0,856408337.0,856408365.0,856409088.0
1629153495216703017,9451,866568000000,,856438027.0,856438049.0,856438076.0,856438830.0
1629153495229622185,9452,866578000000,,856447932.0,856447954.0,856447982.0,856448735.0
1629153495242534857,9453,866578000000,,856447932.0,856447954.0,856447982.0,856448735.0
