%time,field.header.seq,field.header.stamp,field.header.frame_id,field.values0,field.values1,field.values2,field.values3
1629153486106614249,8815,856930000000,,846913683.0,846913726.0,846913752.0,846913754.0
1629153486119560096,8816,856950000000,,846933512.0,846933555.0,846933580.0,846933581.0
1629153486145251553,8817,856958000000,,846940970.0,846940992.0,846941017.0,846941018.0
1629153486172122920,8818,856980000000,,846963208.0,846963227.0,846963253.0,846963254.0
1629153486185146781,8819,856990000000,,846973108.0,846973138.0,846973163.0,846973165.0
1629153486198233569,8820,856998000000,,846980590.0,846980611.0,846980637.0,846980638.0
1629153486212806665,8821,857030000000,,847012724.0,847012744.0,847012770.0,847012771.0
1629153486225925371,8822,857050000000,,847032557.0,847032578.0,847032613.0,847032615.0
1629153486238964178,8823,857068000000,,847049905.0,847049927.0,847049953.0,847049954.0
1629153486252611308,8824,857068000000,,847049905.0,847049927.0,847049953.0,847049954.0
1629153486278419401,8825,857078000000,,847060053.0,847060075.0,847060100.0,847060102.0
1629153486291265095,8826,857089000000,,847070548.0,847070568.0,847070593.0,847071318.0
1629153486293109064,8827,857110000000,,847091953.0,847091982.0,847092008.0,847092009.0
1629153486306096187,8828,857120000000,,847101853.0,847101874.0,847101909.0,847101911.0
1629153486319365752,8829,857298000000,,847276414.0,847276439.0,847276468.0,847277211.0
1629153486332166537,8830,857298000000,,847276414.0,847276439.0,847276468.0,847277211.0
1629153486344986598,8831,857318000000,,847296980.0,847297002.0,847297027.0,847297743.0
1629153486357889423,8832,857339000000,,847318742.0,847318764.0,847318792.0,847318794.0
1629153486371869071,8833,857339000000,,847318742.0,847318764.0,847318792.0,847318794.0
1629153486384845788,8834,857351000000,,847329148.0,847329167.0,847329193.0,847329920.0
1629153486397960862,8835,857370000000,,847348493.0,847348517.0,847348545.0,847349281.0
1629153486399671433,8836,857380000000,,847358029.0,847358049.0,847358074.0,847358815.0
1629153486412589972,8837,857388000000,,847365334.0,847365358.0,847365386.0,847366122.0
1629153486425358001,8838,857408000000,,847385147.0,847385170.0,847385199.0,847385946.0
1629153486438228628,8839,857438000000,,847414856.0,847414878.0,847414904.0,847415616.0
1629153486451106100,8840,857448000000,,847424768.0,847424793.0,847424820.0,847425557.0
1629153486464108728,8841,857448000000,,847424768.0,847424793.0,847424820.0,847425557.0
1629153486477019444,8842,857458000000,,847434671.0,847434693.0,847434719.0,847435435.0
1629153486491389929,8843,857478000000,,847454480.0,847454502.0,847454527.0,847455240.0
1629153486504323065,8844,857588000000,,847563466.0,847563488.0,847563513.0,847564224.0
1629153486517434018,8845,857628000000,,847603063.0,847603085.0,847603110.0,847603825.0
1629153486531526811,8846,857628000000,,847603063.0,847603085.0,847603110.0,847603825.0
1629153486544670031,8847,857658000000,,847632784.0,847632810.0,847632838.0,847633575.0
1629153486596773575,8848,857670000000,,847645109.0,847645129.0,847645154.0,847645893.0
1629153486611075334,8849,857670000000,,847645109.0,847645129.0,847645154.0,847645893.0
1629153486636864011,8850,857688000000,,847662502.0,847662525.0,847662553.0,847663295.0
1629153486649887313,8851,857698000000,,847672406.0,847672431.0,847672458.0,847673198.0
1629153486662781826,8852,857698000000,,847672406.0,847672431.0,847672458.0,847673198.0
1629153486675748346,8853,857718000000,,847692213.0,847692235.0,847692260.0,847692993.0
1629153486702976397,8854,857718000000,,847692213.0,847692235.0,847692260.0,847692993.0
1629153486716057528,8855,857738000000,,847711820.0,847711845.0,847711872.0,847711874.0
1629153486729154024,8856,857748000000,,847722207.0,847722232.0,847722259.0,847722998.0
1629153486781038473,8857,857808000000,,847781380.0,847781402.0,847781428.0,847782144.0
1629153486794060169,8858,857828000000,,847801178.0,847801203.0,847801230.0,847801977.0
1629153486795812575,8859,857838000000,,847810467.0,847810489.0,847810514.0,847810516.0
1629153486808686345,8860,857868000000,,847840797.0,847840819.0,847840844.0,847841560.0
1629153486822118083,8861,857868000000,,847840797.0,847840819.0,847840844.0,847841560.0
1629153486835055688,8862,857938000000,,847910137.0,847910163.0,847910188.0,847910901.0
1629153486847933369,8863,857988000000,,847958762.0,847958784.0,847958812.0,847958814.0
1629153486861896745,8864,857988000000,,847958762.0,847958784.0,847958812.0,847958814.0
1629153486874801175,8865,858008000000,,847978573.0,847978595.0,847978624.0,847978625.0
1629153486887935805,8866,858038000000,,848008290.0,848008312.0,848008340.0,848008342.0
1629153486889732980,8867,858048000000,,848018218.0,848018240.0,848018269.0,848018270.0
1629153486902664020,8868,858078000000,,848047918.0,848047940.0,848047965.0,848047967.0
1629153486915460405,8869,858088000000,,848057816.0,848057843.0,848057869.0,848057870.0
1629153486928326493,8870,858098000000,,848067722.0,848067744.0,848067769.0,848067771.0
1629153486942638380,8871,858098000000,,848067722.0,848067744.0,848067769.0,848067771.0
1629153486955442517,8872,858118000000,,848087846.0,848087868.0,848087893.0,848087895.0
1629153486968177581,8873,858128000000,,848097449.0,848097471.0,848097496.0,848097498.0
1629153486982417321,8874,858128000000,,848097449.0,848097471.0,848097496.0,848097498.0
1629153486996754840,8875,858148000000,,848117252.0,848117274.0,848117300.0,848117301.0
1629153487009627213,8876,858168000000,,848137125.0,848137147.0,848137173.0,848137174.0
1629153487022469834,8877,858168000000,,848137125.0,848137147.0,848137173.0,848137174.0
1629153487035404087,8878,858178000000,,848147267.0,848147289.0,848147314.0,848147316.0
1629153487048249012,8879,858188000000,,848156873.0,848156895.0,848156920.0,848156922.0
1629153487062369602,8880,858188000000,,848156873.0,848156895.0,848156920.0,848156922.0
1629153487088097725,8881,858278000000,,848244814.0,848244836.0,848244861.0,848245574.0
1629153487102534909,8882,858388000000,,848353441.0,848353463.0,848353488.0,848354201.0
1629153487115475448,8883,858418000000,,848383456.0,848383484.0,848383510.0,848384229.0
1629153487128339859,8884,858448000000,,848412873.0,848412895.0,848412920.0,848413634.0
1629153487154844347,8885,858458000000,,848422778.0,848422800.0,848422825.0,848423539.0
1629153487167830772,8886,858568000000,,848531759.0,848531780.0,848531806.0,848532517.0
1629153487180822365,8887,858578000000,,848541633.0,848541655.0,848541681.0,848542392.0
1629153487193741393,8888,858578000000,,848541633.0,848541655.0,848541681.0,848542392.0
1629153487208090087,8889,858578000000,,848541633.0,848541655.0,848541681.0,848542392.0
1629153487221124004,8890,858618000000,,848581547.0,848581569.0,848581594.0,848582310.0
1629153487234254514,8891,858618000000,,848581547.0,848581569.0,848581594.0,848582310.0
1629153487389617109,8892,858618000000,,848581547.0,848581569.0,848581594.0,848582310.0
1629153487405583902,8893,858668000000,,848631078.0,848631100.0,848631125.0,848631842.0
1629153487418591210,8894,858678000000,,848640692.0,848640714.0,848640740.0,848641455.0
1629153487432352393,8895,858678000000,,848640692.0,848640714.0,848640740.0,848641455.0
1629153487484905719,8896,858688000000,,848650588.0,848650610.0,848650635.0,848651349.0
1629153487499215511,8897,858698000000,,848660493.0,848660515.0,848660540.0,848661255.0
1629153487537705587,8898,858748000000,,848710052.0,848710074.0,848710099.0,848710100.0
1629153487615123231,8899,858788000000,,848749941.0,848749963.0,848749988.0,848750704.0
1629153487628102882,8900,858808000000,,848769926.0,848769948.0,848769973.0,848770685.0
1629153487640875101,8901,858838000000,,848799167.0,848799189.0,848799215.0,848799930.0
1629153487653817177,8902,858838000000,,848799167.0,848799189.0,848799215.0,848799930.0
1629153487679266002,8903,858848000000,,848809378.0,848809400.0,848809426.0,848810141.0
1629153487692170642,8904,858848000000,,848809378.0,848809400.0,848809426.0,848810141.0
1629153487706465558,8905,858848000000,,848809378.0,848809400.0,848809426.0,848810141.0
1629153487719556676,8906,858878000000,,848838791.0,848838812.0,848838838.0,848839554.0
1629153487732455869,8907,858878000000,,848838791.0,848838812.0,848838838.0,848839554.0
1629153487758366280,8908,858888000000,,848848694.0,848848716.0,848848741.0,848849457.0
1629153487772655608,8909,858888000000,,848848694.0,848848716.0,848848741.0,848849457.0
1629153487798434647,8910,858898000000,,848858901.0,848858923.0,848858948.0,848859660.0
1629153487800154157,8911,858928000000,,848888316.0,848888338.0,848888363.0,848889078.0
1629153487813141630,8912,858948000000,,848908126.0,848908148.0,848908173.0,848908888.0
1629153487852454865,8913,858968000000,,848927424.0,848927446.0,848927471.0,848927473.0
1629153487865308031,8914,858978000000,,848937838.0,848937860.0,848937886.0,848938601.0
1629153487982536325,8915,859008000000,,848967569.0,848967591.0,848967616.0,848968328.0
1629153487996864485,8916,859049000000,,849007182.0,849007204.0,849007229.0,849007940.0
1629153488022501395,8917,859078000000,,849035964.0,849035986.0,849036011.0,849036013.0
1629153488035384873,8918,859088000000,,849045856.0,849045878.0,849045904.0,849045905.0
1629153488048164077,8919,859098000000,,849055752.0,849055774.0,849055800.0,849055801.0
1629153488073649360,8920,859128000000,,849085890.0,849085912.0,849085937.0,849085939.0
1629153488086525924,8921,859158000000,,849115205.0,849115227.0,849115253.0,849115254.0
1629153488114622949,8922,859158000000,,849115205.0,849115227.0,849115253.0,849115254.0
1629153488127468084,8923,859178000000,,849135078.0,849135100.0,849135125.0,849135126.0
1629153488154008680,8924,859188000000,,849144704.0,849144726.0,849144752.0,849144753.0
1629153488166851231,8925,859198000000,,849154831.0,849154853.0,849154879.0,849154880.0
1629153488179781293,8926,859228000000,,849184595.0,849184617.0,849184643.0,849184644.0
1629153488219358601,8927,859238000000,,849194447.0,849194469.0,849194494.0,849194496.0
1629153488232151284,8928,859238000000,,849194447.0,849194469.0,849194494.0,849194496.0
1629153488257716746,8929,859258000000,,849214266.0,849214288.0,849214314.0,849214315.0
1629153488270591074,8930,859298000000,,849252749.0,849252771.0,849252796.0,849253504.0
1629153488283465054,8931,859298000000,,849252749.0,849252771.0,849252796.0,849253504.0
1629153488296428641,8932,859328000000,,849283680.0,849283702.0,849283728.0,849283729.0
1629153488298113998,8933,859358000000,,849312751.0,849312773.0,849312798.0,849313513.0
1629153488323619047,8934,859369000000,,849323073.0,849323095.0,849323121.0,849323854.0
1629153488336530951,8935,859369000000,,849323073.0,849323095.0,849323121.0,849323854.0
1629153488349228090,8936,859388000000,,849342827.0,849342849.0,849342874.0,849342876.0
1629153488362279817,8937,859388000000,,849342827.0,849342849.0,849342874.0,849342876.0
1629153488375142762,8938,859398000000,,849352941.0,849352963.0,849352992.0,849352994.0
1629153488388117663,8939,859418000000,,849372750.0,849372772.0,849372797.0,849372799.0
1629153488389804138,8940,859428000000,,849382660.0,849382682.0,849382707.0,849382709.0
1629153488427927964,8941,859448000000,,849402471.0,849402492.0,849402518.0,849402519.0
1629153488440835747,8942,859468000000,,849422089.0,849422111.0,849422137.0,849422138.0
1629153488491419667,8943,859478000000,,849431085.0,849431107.0,849431132.0,849431837.0
1629153488493121927,8944,859498000000,,849450456.0,849450478.0,849450504.0,849451216.0
1629153488506255020,8945,859518000000,,849470259.0,849470281.0,849470307.0,849471022.0
1629153488544671903,8946,859538000000,,849490072.0,849490094.0,849490120.0,849490833.0
1629153488557582968,8947,859558000000,,849510309.0,849510331.0,849510356.0,849511061.0
1629153488583046321,8948,859578000000,,849529702.0,849529724.0,849529750.0,849530462.0
1629153488595941113,8949,859588000000,,849539601.0,849539623.0,849539648.0,849540364.0
1629153488662206872,8950,859598000000,,849549512.0,849549544.0,849549570.0,849550282.0
1629153488753486760,8951,859598000000,,849549512.0,849549544.0,849549570.0,849550282.0
1629153488766233068,8952,859618000000,,849569318.0,849569340.0,849569365.0,849570077.0
1629153488779117734,8953,859638000000,,849589728.0,849589750.0,849589775.0,849590484.0
1629153488791941916,8954,859638000000,,849589728.0,849589750.0,849589775.0,849590484.0
1629153488793699560,8955,859658000000,,849609044.0,849609066.0,849609091.0,849609802.0
1629153488806489659,8956,859679000000,,849629738.0,849629760.0,849629785.0,849630495.0
1629153488819251752,8957,859688000000,,849639283.0,849639305.0,849639330.0,849640040.0
1629153488832093045,8958,859688000000,,849639283.0,849639305.0,849639330.0,849640040.0
1629153488845026181,8959,859698000000,,849648147.0,849648167.0,849648192.0,849648194.0
1629153488857845335,8960,859728000000,,849678277.0,849678299.0,849678324.0,849679035.0
1629153488871673775,8961,859728000000,,849678277.0,849678299.0,849678324.0,849679035.0
1629153488884500402,8962,859748000000,,849698085.0,849698107.0,849698132.0,849698844.0
1629153488897305587,8963,859768000000,,849717694.0,849717716.0,849717741.0,849718453.0
1629153488899014831,8964,859778000000,,849727649.0,849727669.0,849727694.0,849728406.0
1629153488912113841,8965,859788000000,,849737716.0,849737738.0,849737764.0,849738480.0
1629153488925029586,8966,859798000000,,849747616.0,849747638.0,849747664.0,849748380.0
1629153488937984792,8967,859808000000,,849757941.0,849757963.0,849757988.0,849758699.0
1629153488951676412,8968,859808000000,,849757941.0,849757963.0,849757988.0,849758699.0
1629153488964555001,8969,859828000000,,849777335.0,849777357.0,849777383.0,849778098.0
1629153488977469768,8970,859858000000,,849806867.0,849806889.0,849806915.0,849807630.0
1629153488991166207,8971,859858000000,,849806867.0,849806889.0,849806915.0,849807630.0
1629153488992923572,8972,859868000000,,849816951.0,849816973.0,849816999.0,849817714.0
1629153489005790707,8973,859888000000,,849836576.0,849836595.0,849836621.0,849837333.0
1629153489018618661,8974,859898000000,,849846499.0,849846521.0,849846546.0,849847261.0
1629153489031879495,8975,859898000000,,849846499.0,849846521.0,849846546.0,849847261.0
1629153489044657232,8976,859908000000,,849856574.0,849856595.0,849856621.0,849857355.0
1629153489071051020,8977,859928000000,,849876390.0,849876412.0,849876437.0,849877154.0
1629153489084177060,8978,859968000000,,849916010.0,849916032.0,849916058.0,849916059.0
1629153489097024918,8979,859978000000,,849924741.0,849924764.0,849924792.0,849925567.0
1629153489098712720,8980,859988000000,,849935883.0,849935904.0,849935930.0,849935931.0
1629153489111965453,8981,859998000000,,849945723.0,849945745.0,849945771.0,849945772.0
1629153489124856334,8982,860008000000,,849954436.0,849954458.0,849954483.0,849955214.0
1629153489137828651,8983,860028000000,,849975438.0,849975459.0,849975485.0,849976199.0
1629153489163961580,8984,860048000000,,849995254.0,849995276.0,849995301.0,849996016.0
1629153489176882353,8985,860068000000,,850014647.0,850014669.0,850014694.0,850014696.0
1629153489189624192,8986,860088000000,,850034673.0,850034695.0,850034721.0,850035437.0
1629153489192447974,8987,860098000000,,850044364.0,850044386.0,850044412.0,850044413.0
1629153489205408558,8988,860109000000,,850054779.0,850054801.0,850054826.0,850055544.0
1629153489218251528,8989,860118000000,,850064378.0,850064400.0,850064425.0,850065140.0
1629153489232113632,8990,860118000000,,850064378.0,850064400.0,850064425.0,850065140.0
1629153489244984469,8991,860128000000,,850073492.0,850073514.0,850073539.0,850073541.0
1629153489257837495,8992,860139000000,,850085944.0,850085966.0,850085991.0,850085993.0
1629153489271781315,8993,860139000000,,850085944.0,850085966.0,850085991.0,850085993.0
1629153489284574278,8994,860168000000,,850113700.0,850113722.0,850113747.0,850113749.0
1629153489297454403,8995,860180000000,,850125699.0,850125719.0,850125745.0,850125746.0
1629153489299143183,8996,860189000000,,850133737.0,850133759.0,850133785.0,850134494.0
1629153489311985943,8997,860208000000,,850153319.0,850153341.0,850153367.0,850153368.0
1629153489324844628,8998,860228000000,,850172565.0,850172588.0,850172616.0,850172617.0
1629153489337583393,8999,860288000000,,850232188.0,850232216.0,850232243.0,850232245.0
1629153489350612072,9000,860328000000,,850270614.0,850270636.0,850270661.0,850271403.0
1629153489363391137,9001,860328000000,,850270614.0,850270636.0,850270661.0,850271403.0
1629153489376198417,9002,860338000000,,850281740.0,850281763.0,850281791.0,850281793.0
1629153489389100473,9003,860368000000,,850311233.0,850311253.0,850311278.0,850311280.0
1629153489391947862,9004,860408000000,,850351080.0,850351107.0,850351134.0,850351136.0
1629153489404818769,9005,860418000000,,850360714.0,850360736.0,850360761.0,850360763.0
1629153489417630030,9006,860468000000,,850410260.0,850410282.0,850410307.0,850410309.0
1629153489431348819,9007,860468000000,,850410260.0,850410282.0,850410307.0,850410309.0
1629153489444132003,9008,860478000000,,850419198.0,850419220.0,850419245.0,850420000.0
1629153489469615052,9009,860488000000,,850430412.0,850430434.0,850430470.0,850430472.0
1629153489482446846,9010,860488000000,,850430412.0,850430434.0,850430470.0,850430472.0
1629153489495160469,9011,860498000000,,850439222.0,850439247.0,850439273.0,850440009.0
1629153489496937599,9012,860518000000,,850460163.0,850460206.0,850460232.0,850460233.0
1629153489509891547,9013,860538000000,,850479633.0,850479655.0,850479680.0,850479681.0
1629153489522705742,9014,860538000000,,850479633.0,850479655.0,850479680.0,850479681.0
1629153489535617995,9015,860558000000,,850499447.0,850499467.0,850499493.0,850499494.0
1629153489548741380,9016,860578000000,,850519465.0,850519523.0,850519551.0,850519552.0
1629153489562193233,9017,860578000000,,850519465.0,850519523.0,850519551.0,850519552.0
1629153489575317037,9018,860588000000,,850529135.0,850529155.0,850529180.0,850529182.0
1629153489588345228,9019,860598000000,,850539068.0,850539088.0,850539113.0,850539115.0
1629153489590221883,9020,860608000000,,850548978.0,850548998.0,850549023.0,850549024.0
1629153489603316773,9021,860618000000,,850558879.0,850558899.0,850558925.0,850558926.0
1629153489616406005,9022,860648000000,,850587230.0,850587252.0,850587277.0,850588001.0
1629153489629516609,9023,860658000000,,850598511.0,850598530.0,850598556.0,850598557.0
1629153489642322633,9024,860658000000,,850598511.0,850598530.0,850598556.0,850598557.0
1629153489655150307,9025,860688000000,,850628470.0,850628519.0,850628548.0,850628549.0
1629153489667929581,9026,860700000000,,850638917.0,850638937.0,850638962.0,850639675.0
1629153489681865857,9027,860700000000,,850638917.0,850638937.0,850638962.0,850639675.0
1629153489694654560,9028,860728000000,,850667844.0,850667864.0,850667889.0,850667891.0
1629153489696494687,9029,860738000000,,850677754.0,850677774.0,850677799.0,850677800.0
1629153489709269910,9030,860768000000,,850705908.0,850705930.0,850705956.0,850706663.0
1629153489722177623,9031,860768000000,,850705908.0,850705930.0,850705956.0,850706663.0
1629153489735058028,9032,860778000000,,850715798.0,850715820.0,850715846.0,850716553.0
1629153489747910287,9033,860788000000,,850726285.0,850726307.0,850726332.0,850727078.0
1629153489761722943,9034,860788000000,,850726285.0,850726307.0,850726332.0,850727078.0
1629153489774694562,9035,860799000000,,850737431.0,850737485.0,850737515.0,850737517.0
1629153489787443245,9036,860808000000,,850745502.0,850745524.0,850745549.0,850746256.0
1629153489802069770,9037,860818000000,,850755406.0,850755428.0,850755454.0,850756161.0
1629153489814929921,9038,860839000000,,850777065.0,850777115.0,850777143.0,850777144.0
1629153489827755709,9039,860858000000,,850795031.0,850795053.0,850795079.0,850795784.0
1629153489841588829,9040,860858000000,,850795031.0,850795053.0,850795079.0,850795784.0
1629153489854424745,9041,860868000000,,850804952.0,850804974.0,850805000.0,850805707.0
1629153489867298026,9042,860908000000,,850844576.0,850844598.0,850844624.0,850845332.0
1629153489881066542,9043,860908000000,,850844576.0,850844598.0,850844624.0,850845332.0
1629153489893926413,9044,861078000000,,851012957.0,851012981.0,851013007.0,851013762.0
1629153489895677283,9045,861099000000,,851032994.0,851033016.0,851033041.0,851033757.0
1629153489908439655,9046,861109000000,,851044287.0,851044306.0,851044332.0,851044333.0
1629153489921360568,9047,861179000000,,851113610.0,851113630.0,851113655.0,851113657.0
1629153489934354885,9048,861179000000,,851113610.0,851113630.0,851113655.0,851113657.0
1629153489947237106,9049,861188000000,,851121925.0,851121947.0,851121973.0,851122680.0
1629153489960985438,9050,861188000000,,851121925.0,851121947.0,851121973.0,851122680.0
1629153489974052670,9051,861200000000,,851133408.0,851133427.0,851133453.0,851133454.0
1629153489986848916,9052,861228000000,,851160151.0,851160172.0,851160198.0,851160910.0
1629153489988544819,9053,861308000000,,851239954.0,851239975.0,851240001.0,851240002.0
1629153490001467758,9054,861318000000,,851249859.0,851249880.0,851249906.0,851249907.0
1629153490014270080,9055,861318000000,,851249859.0,851249880.0,851249906.0,851249907.0
1629153490027179190,9056,861328000000,,851260002.0,851260024.0,851260050.0,851260051.0
1629153490039988775,9057,861370000000,,851301768.0,851301789.0,851301815.0,851301816.0
1629153490052921073,9058,861370000000,,851301768.0,851301789.0,851301815.0,851301816.0
1629153490065732404,9059,861410000000,,851341396.0,851341416.0,851341441.0,851341443.0
1629153490078575723,9060,861450000000,,851380062.0,851380082.0,851380108.0,851380849.0
1629153490091437759,9061,861488000000,,851418306.0,851418328.0,851418353.0,851418355.0
1629153490094315669,9062,861500000000,,851430003.0,851430024.0,851430051.0,851430786.0
1629153490107211370,9063,861510000000,,851439696.0,851439716.0,851439746.0,851440485.0
1629153490120162245,9064,861528000000,,851456758.0,851456780.0,851456805.0,851457514.0
1629153490133084206,9065,861528000000,,851456758.0,851456780.0,851456805.0,851457514.0
1629153490145870185,9066,861558000000,,851487446.0,851487467.0,851487493.0,851488204.0
1629153490158692481,9067,861598000000,,851526906.0,851526928.0,851526953.0,851527665.0
1629153490172047393,9068,861598000000,,851526906.0,851526928.0,851526953.0,851527665.0
1629153490185107711,9069,861608000000,,851536579.0,851536601.0,851536626.0,851537344.0
1629153490198037494,9070,861680000000,,851607588.0,851607608.0,851607633.0,851608352.0
1629153490199699734,9071,861690000000,,851617268.0,851617287.0,851617313.0,851618021.0
1629153490212688254,9072,861711000000,,851637623.0,851637675.0,851637700.0,851638440.0
1629153490225717702,9073,861728000000,,851654462.0,851654484.0,851654510.0,851655223.0
1629153490238639384,9074,861739000000,,851665358.0,851665380.0,851665405.0,851666121.0
1629153490251612609,9075,861768000000,,851694092.0,851694117.0,851694145.0,851694901.0
1629153490264425267,9076,861768000000,,851694092.0,851694117.0,851694145.0,851694901.0
1629153490277326205,9077,861778000000,,851703995.0,851704017.0,851704042.0,851704805.0
1629153490291111763,9078,861778000000,,851703995.0,851704017.0,851704042.0,851704805.0
1629153490292830924,9079,861818000000,,851743873.0,851743898.0,851743925.0,851744662.0
1629153490305635970,9080,861848000000,,851773334.0,851773356.0,851773382.0,851774097.0
1629153490318478171,9081,861858000000,,851783237.0,851783259.0,851783284.0,851784052.0
1629153490332414657,9082,861858000000,,851783237.0,851783259.0,851783284.0,851784052.0
1629153490345195886,9083,861868000000,,851793143.0,851793165.0,851793190.0,851793905.0
1629153490358094450,9084,861908000000,,851832771.0,851832793.0,851832818.0,851833536.0
1629153490371106508,9085,861948000000,,851872387.0,851872411.0,851872439.0,851873202.0
1629153490384042297,9086,861948000000,,851872387.0,851872411.0,851872439.0,851873202.0
1629153490396927242,9087,861958000000,,851882288.0,851882310.0,851882335.0,851883071.0
1629153490398610504,9088,861988000000,,851912001.0,851912023.0,851912048.0,851912816.0
1629153490437295929,9089,861998000000,,851921911.0,851921933.0,851921959.0,851922677.0
1629153490451155380,9090,861998000000,,851921911.0,851921933.0,851921959.0,851922677.0
1629153490464010851,9091,862018000000,,851941728.0,851941751.0,851941780.0,851942537.0
1629153490476902012,9092,862038000000,,851961534.0,851961556.0,851961581.0,851962300.0
1629153490489732619,9093,862068000000,,851991259.0,851991281.0,851991307.0,851992061.0
1629153490492695178,9094,862078000000,,852001164.0,852001195.0,852001221.0,852001940.0
1629153490505456642,9095,862088000000,,852011062.0,852011084.0,852011110.0,852011829.0
1629153490530901836,9096,862118000000,,852040781.0,852040803.0,852040829.0,852041582.0
1629153490543724831,9097,862118000000,,852040781.0,852040803.0,852040829.0,852041582.0
1629153490556685833,9098,862128000000,,852050688.0,852050710.0,852050735.0,852051471.0
1629153490569556949,9099,862188000000,,852110127.0,852110149.0,852110178.0,852110892.0
1629153490582545330,9100,862188000000,,852110127.0,852110149.0,852110178.0,852110892.0
1629153490595337105,9101,862198000000,,852120031.0,852120056.0,852120082.0,852120797.0
1629153490609622173,9102,862198000000,,852120031.0,852120056.0,852120082.0,852120797.0
1629153490622679348,9103,862198000000,,852120031.0,852120056.0,852120082.0,852120797.0
1629153490648058262,9104,862209000000,,852129940.0,852129962.0,852129987.0,852130739.0
1629153490660974426,9105,862238000000,,852158757.0,852158779.0,852158805.0,852158806.0
1629153490673994166,9106,862238000000,,852158757.0,852158779.0,852158805.0,852158806.0
1629153490687060420,9107,862248000000,,852168668.0,852168690.0,852168716.0,852168717.0
1629153490688719797,9108,862278000000,,852198370.0,852198392.0,852198417.0,852198418.0
1629153490702265517,9109,862288000000,,852208274.0,852208295.0,852208320.0,852208322.0
1629153490715503722,9110,862358000000,,852276923.0,852276945.0,852276970.0,852277683.0
1629153490728352209,9111,862468000000,,852386539.0,852386567.0,852386591.0,852386593.0
1629153490741268862,9112,862478000000,,852396441.0,852396463.0,852396488.0,852396489.0
1629153490754175109,9113,862478000000,,852396441.0,852396463.0,852396488.0,852396489.0
1629153490767049717,9114,862488000000,,852406345.0,852406367.0,852406392.0,852406393.0
1629153490779853016,9115,862498000000,,852416248.0,852416270.0,852416295.0,852416296.0
1629153490792827918,9116,862498000000,,852416248.0,852416270.0,852416295.0,852416296.0
1629153490794632426,9117,862508000000,,852426163.0,852426185.0,852426210.0,852426212.0
1629153490807491948,9118,862538000000,,852454631.0,852454653.0,852454677.0,852455394.0
1629153490820338200,9119,862548000000,,852465792.0,852465814.0,852465839.0,852465840.0
1629153490833160497,9120,862548000000,,852465792.0,852465814.0,852465839.0,852465840.0
1629153490846025466,9121,862578000000,,852495480.0,852495502.0,852495527.0,852495528.0
1629153490859001764,9122,862588000000,,852505391.0,852505417.0,852505443.0,852505449.0
1629153490872075213,9123,862588000000,,852505391.0,852505417.0,852505443.0,852505449.0
1629153490884921186,9124,862598000000,,852515286.0,852515308.0,852515336.0,852515338.0
1629153490897870664,9125,862608000000,,852525190.0,852525215.0,852525240.0,852525242.0
1629153490899742570,9126,862618000000,,852535098.0,852535120.0,852535144.0,852535146.0
1629153490912962337,9127,862628000000,,852545022.0,852545044.0,852545069.0,852545070.0
1629153490926025030,9128,862658000000,,852573166.0,852573188.0,852573212.0,852574758.0
1629153490938790685,9129,862668000000,,852583068.0,852583090.0,852583115.0,852583833.0
1629153490964710315,9130,862688000000,,852602876.0,852602898.0,852602922.0,852603638.0
1629153490977657908,9131,862698000000,,852612779.0,852612801.0,852612826.0,852613542.0
1629153490990551862,9132,862708000000,,852622683.0,852622705.0,852622729.0,852623451.0
1629153490993429703,9133,862738000000,,852652394.0,852652416.0,852652440.0,852653156.0
1629153491006248018,9134,862768000000,,852682106.0,852682128.0,852682152.0,852682868.0
1629153491019055857,9135,862778000000,,852692008.0,852692030.0,852692055.0,852692770.0
1629153491032068892,9136,862778000000,,852692008.0,852692030.0,852692055.0,852692770.0
1629153491044859061,9137,862788000000,,852701919.0,852701941.0,852701966.0,852702685.0
1629153491057611306,9138,862798000000,,852711816.0,852711837.0,852711862.0,852712578.0
1629153491070524607,9139,862808000000,,852721719.0,852721741.0,852721766.0,852722482.0
1629153491083374840,9140,862808000000,,852721719.0,852721741.0,852721766.0,852722482.0
1629153491096123942,9141,862818000000,,852731623.0,852731645.0,852731669.0,852732385.0
1629153491097921606,9142,862828000000,,852741537.0,852741559.0,852741584.0,852742300.0
1629153491110850341,9143,862858000000,,852771237.0,852771259.0,852771285.0,852772000.0
1629153491123748346,9144,862858000000,,852771237.0,852771259.0,852771285.0,852772000.0
1629153491136686441,9145,862868000000,,852781142.0,852781167.0,852781192.0,852781907.0
1629153491149480381,9146,862888000000,,852800949.0,852800971.0,852800996.0,852801711.0
1629153491162305891,9147,862888000000,,852800949.0,852800971.0,852800996.0,852801711.0
1629153491175296506,9148,862898000000,,852810860.0,852810882.0,852810906.0,852811622.0
1629153491188340132,9149,862908000000,,852820755.0,852820777.0,852820802.0,852821535.0
1629153491190060062,9150,862918000000,,852830659.0,852830681.0,852830705.0,852831421.0
1629153491203081128,9151,862938000000,,852850467.0,852850489.0,852850513.0,852851229.0
1629153491216149199,9152,862948000000,,852860371.0,852860396.0,852860423.0,852861149.0
1629153491229232076,9153,862978000000,,852890086.0,852890108.0,852890132.0,852890847.0
1629153491242095579,9154,862978000000,,852890086.0,852890108.0,852890132.0,852890847.0
