%time,field.transforms0.header.seq,field.transforms0.header.stamp,field.transforms0.header.frame_id,field.transforms0.child_frame_id,field.transforms0.transform.translation.x,field.transforms0.transform.translation.y,field.transforms0.transform.translation.z,field.transforms0.transform.rotation.x,field.transforms0.transform.rotation.y,field.transforms0.transform.rotation.z,field.transforms0.transform.rotation.w
1624516913067020323,0,1624516913066666293,world,cf10,-0.513410687447,0.489391237497,0.014022055082,0.00452792496254,0.00255118212503,0.0768130481643,0.997031967891
1624516913067072355,0,1624516913066690109,world,cf11,0.516640305519,-0.471122503281,0.0187874548137,0.00135900942939,-0.0142595042867,-0.116418951341,0.993096897286
1624516913067095123,0,1624516913066696605,world,cf12,0.504393100739,0.518958985806,0.0167894363403,0.0101973600131,0.011701356556,-0.0361808946251,0.999224716952
1624516913067122362,0,1624516913066702681,world,cf7,-0.464303046465,-0.491312384605,0.0167533569038,0.0189328470648,-0.00498555640854,0.119958622715,0.992585825189
1624516913077474422,0,1624516913077194565,world,cf10,-0.513400018215,0.489316314459,0.0139634991065,0.00402340113759,0.0028857742945,0.0768937631096,0.9970269975
1624516913077511229,0,1624516913077211606,world,cf11,0.516614496708,-0.471169292927,0.0187332686037,0.00141215693651,-0.0142056407833,-0.115336571935,0.993223882494
1624516913077556835,0,1624516913077215727,world,cf12,0.504419982433,0.518897712231,0.0167075414211,0.0097566296027,0.0115679626493,-0.0363932335666,0.999222959589
1624516913077581699,0,1624516913077219498,world,cf7,-0.464340984821,-0.491407692432,0.0167600084096,0.0190543367704,-0.00567372710908,0.120164858188,0.992554858901
1624516913087547603,0,1624516913087205237,world,cf10,-0.51341933012,0.489338606596,0.0139422249049,0.00382949093771,0.00265180208579,0.0768880934413,0.997028848144
1624516913087582663,0,1624516913087229542,world,cf11,0.516602039337,-0.471143752337,0.0187435988337,0.000697635014742,-0.0140844493804,-0.11547707302,0.993210041833
1624516913087601241,0,1624516913087236177,world,cf12,0.504429161549,0.518950223923,0.0167189128697,0.00969145723287,0.0112868863725,-0.0360463521212,0.999239381906
1624516913087616397,0,1624516913087242183,world,cf7,-0.464363127947,-0.49129268527,0.0167339034379,0.019958450104,-0.00599894177729,0.120613787081,0.99248072391
1624516913097109609,0,1624516913096740424,world,cf10,-0.513398587704,0.489379554987,0.0139224389568,0.00441345483209,0.00315706318218,0.0769089616128,0.997023352782
1624516913097138873,0,1624516913096762913,world,cf11,0.516593337059,-0.471176952124,0.0187997743487,-0.00121418028385,-0.0159989114518,-0.116501475361,0.993060907919
1624516913097162689,0,1624516913096769548,world,cf12,0.504431009293,0.518934488297,0.0167299937457,0.0100585510594,0.0113798416744,-0.0359196512606,0.999239262343
1624516913097179731,0,1624516913096775625,world,cf7,-0.464265704155,-0.491350620985,0.0168420337141,0.021515667361,-0.00697746730691,0.119310564863,0.992599304916
1624516913107317515,0,1624516913106970191,world,cf10,-0.513400256634,0.489330887794,0.0139815649018,0.00404714374217,0.00296295876868,0.0766575784145,0.997044862167
1624516913107342519,0,1624516913106990794,world,cf11,0.516610682011,-0.471112757921,0.0188012290746,-0.000549974613509,-0.0143564425974,-0.115452348142,0.993209114634
1624516913107368919,0,1624516913106996940,world,cf12,0.504430413246,0.518889844418,0.0167363211513,0.00974859397863,0.0114191827306,-0.0362379628211,0.999230392468
1624516913107412989,0,1624516913107002458,world,cf7,-0.464383691549,-0.491359829903,0.0167854465544,0.0191624479409,-0.00488412794671,0.120305067647,0.992539992434
1624516913117299552,0,1624516913116954951,world,cf10,-0.513390958309,0.489372700453,0.01401559636,0.00458859282276,0.00275355602267,0.0773679990853,0.996988242389
1624516913117328397,0,1624516913117003073,world,cf11,0.516586363316,-0.471062660217,0.0187315102667,0.000301987019801,-0.0142230838412,-0.115688405829,0.993183671557
1624516913117350188,0,1624516913117010755,world,cf12,0.504446387291,0.518872976303,0.0167110338807,0.00936781823339,0.0116773725443,-0.0363590204335,0.99922665326
1624516913117360664,0,1624516913117016273,world,cf7,-0.464345812798,-0.491443395615,0.0167673397809,0.0196200609138,-0.00608070427337,0.119804382282,0.992585003026
1624516913127040843,0,1624516913126751628,world,cf10,-0.513389468193,0.489368408918,0.0140063017607,0.00418661010241,0.00281135752908,0.0768961436774,0.997026354542
1624516913127067453,0,1624516913126774186,world,cf11,0.516609191895,-0.471105515957,0.0187934599817,-0.000283977281713,-0.0146079083571,-0.115250156536,0.993229041958
1624516913127088965,0,1624516913126780263,world,cf12,0.504427433014,0.518908441067,0.0167405381799,0.00989085642089,0.0115791235593,-0.0362567834421,0.999226471082
1624516913127108590,0,1624516913126785780,world,cf7,-0.464344352484,-0.491238892078,0.0167659316212,0.0190021025055,-0.00490610772063,0.120485195233,0.992521117124
1624516913137097681,0,1624516913136809513,world,cf10,-0.513413965702,0.489405035973,0.0139979412779,0.00428495832784,0.00293132963586,0.0769570241438,0.9970208939
1624516913137127713,0,1624516913136832142,world,cf11,0.516618549824,-0.471243470907,0.0188767164946,-0.000171915303811,-0.0153055867288,-0.117221345217,0.992987847703
1624516913137151529,0,1624516913136838288,world,cf12,0.504423081875,0.518928468227,0.0167547892779,0.00989777659769,0.0116548395193,-0.0364090640912,0.999219985182
1624516913137191758,0,1624516913136843875,world,cf7,-0.464340090752,-0.491318404675,0.0168849155307,0.0218657947173,-0.007126848771,0.120401167933,0.992458892755
1624516913147314737,0,1624516913146960987,world,cf10,-0.513383090496,0.489346504211,0.0139734651893,0.00409534104561,0.00270896356211,0.0770156526258,0.997017792694
