%time,field.header.seq,field.header.stamp,field.header.frame_id,field.values0,field.values1,field.values2
1629424778789971040,2588,161522000000,,-0.71304166317,-0.102052532136,1.12969148159
1629424778835045550,2589,161581000000,,-0.643148720264,-0.139987379313,1.12994360924
1629424778849280054,2590,161581000000,,-0.643148720264,-0.139987379313,1.12994360924
1629424778864041097,2591,161581000000,,-0.643148720264,-0.139987379313,1.12994360924
1629424778879588772,2592,161611000000,,-0.607147753239,-0.15899643302,1.13113546371
1629424778893827955,2593,161611000000,,-0.607147753239,-0.15899643302,1.13113546371
1629424779117089320,2594,161868000000,,-0.33402583003,-0.359057754278,1.15628385544
1629424779131506322,2595,161868000000,,-0.33402583003,-0.359057754278,1.15628385544
1629424779175451277,2596,161928000000,,-0.275026261806,-0.415060341358,1.16483521461
1629424779190609442,2597,161928000000,,-0.275026261806,-0.415060341358,1.16483521461
1629424779205541947,2598,161958000000,,-0.246026203036,-0.444058477879,1.16993629932
1629424779220436878,2599,161958000000,,-0.246026203036,-0.444058477879,1.16993629932
1629424779278324187,2600,162018000000,,-0.19002494216,-0.502058327198,1.18089199066
1629424779292400150,2601,162018000000,,-0.19002494216,-0.502058327198,1.18089199066
1629424779368457703,2602,162118000000,,-0.104023978114,-0.599054932594,1.2024525404
1629424779384217207,2603,162148000000,,-0.0790250897408,-0.629056990147,1.21179914474
1629424779398977762,2604,162148000000,,-0.0790250897408,-0.629056990147,1.21179914474
1629424779413677624,2605,162148000000,,-0.0790250897408,-0.629056990147,1.21179914474
1629424779429214053,2606,162178000000,,-0.0540242567658,-0.658054172993,1.22216618061
1629424779444421177,2607,162178000000,,-0.0540242567658,-0.658054172993,1.22216618061
1629424779460512013,2608,162198000000,,-0.0380303561687,-0.675046920776,1.22811579704
1629424779474568420,2609,162239000000,,-0.00702444277704,-0.713053822517,1.24093306065
1629424779489751100,2610,162239000000,,-0.00702444277704,-0.713053822517,1.24093306065
1629424779504555864,2611,162239000000,,-0.00702444277704,-0.713053822517,1.24093306065
1629424779520559677,2612,162268000000,,0.0159753262997,-0.740054309368,1.25079858303
1629424779535371076,2613,162298000000,,0.0389753580093,-0.768054783344,1.26078569889
1629424779549546005,2614,162298000000,,0.0389753580093,-0.768054783344,1.26078569889
1629424779563764236,2615,162298000000,,0.0389753580093,-0.768054783344,1.26078569889
1629424779578069141,2616,162328000000,,0.0609694942832,-0.794047296047,1.27178514004
1629424779592675275,2617,162328000000,,0.0609694942832,-0.794047296047,1.27178514004
1629424779607711775,2618,162348000000,,0.0769706144929,-0.811042249203,1.27969682217
1629424779622407935,2619,162348000000,,0.0769706144929,-0.811042249203,1.27969682217
1629424779699662650,2620,162438000000,,0.135972425342,-0.880047082901,1.31341028214
1629424779713787781,2621,162438000000,,0.135972425342,-0.880047082901,1.31341028214
1629424779759766536,2622,162498000000,,0.174949899316,-0.923093318939,1.33430635929
1629424779774489376,2623,162498000000,,0.174949899316,-0.923093318939,1.33430635929
1629424779789835346,2624,162528000000,,0.194873511791,-0.943061709404,1.3460214138
1629424779805162529,2625,162559000000,,0.213970407844,-0.96104413271,1.3774510622
1629424779835382617,2626,162588000000,,0.232971101999,-0.977043747902,1.39749336243
1629424779850064599,2627,162588000000,,0.232971101999,-0.977043747902,1.39749336243
1629424779864367059,2628,162588000000,,0.232971101999,-0.977043747902,1.39749336243
1629424779879682788,2629,162618000000,,0.251907616854,-0.993990838528,1.41814637184
1629424779893645956,2630,162618000000,,0.251907616854,-0.993990838528,1.41814637184
1629424779938095450,2631,162679000000,,0.288971811533,-1.02504515648,1.46305382252
1629424779952291471,2632,162679000000,,0.288971811533,-1.02504515648,1.46305382252
1629424779967572907,2633,162711000000,,0.309970527887,-1.03904545307,1.48887515068
1629424779981812580,2634,162711000000,,0.309970527887,-1.03904545307,1.48887515068
1629424780024953164,2635,162770000000,,0.34997048974,-1.0620470047,1.5428494215
1629424780039261840,2636,162770000000,,0.34997048974,-1.0620470047,1.5428494215
1629424780053383969,2637,162770000000,,0.34997048974,-1.0620470047,1.5428494215
1629424780067573984,2638,162800000000,,0.369970411062,-1.07005131245,1.5723644495
1629424780081750240,2639,162800000000,,0.369970411062,-1.07005131245,1.5723644495
1629424780125872104,2640,162861000000,,0.413969784975,-1.08604991436,1.63466358185
1629424780140639783,2641,162861000000,,0.413969784975,-1.08604991436,1.63466358185
1629424780155031711,2642,162891000000,,0.436969190836,-1.09204912186,1.66680061817
1629424780169790030,2643,162891000000,,0.436969190836,-1.09204912186,1.66680061817
1629424780184736853,2644,162891000000,,0.436969190836,-1.09204912186,1.66680061817
1629424780215528808,2645,162950000000,,0.482944488525,-1.09910774231,1.72253298759
1629424780229899714,2646,162950000000,,0.482944488525,-1.09910774231,1.72253298759
1629424780244113335,2647,162950000000,,0.482944488525,-1.09910774231,1.72253298759
1629424780288578264,2648,163009000000,,0.530895590782,-1.10005521774,1.79906916618
1629424780302964605,2649,163009000000,,0.530895590782,-1.10005521774,1.79906916618
1629424780408140836,2650,163130000000,,0.627898454666,-1.09105932713,1.92783927917
1629424780422844399,2651,163130000000,,0.627898454666,-1.09105932713,1.92783927917
1629424780468317567,2652,163208000000,,0.684963822365,-1.07608234882,1.99324417114
1629424780483631271,2653,163208000000,,0.684963822365,-1.07608234882,1.99324417114
1629424780514563817,2654,163262000000,,0.732971251011,-1.0600477457,2.05550503731
1629424780544884897,2655,163298000000,,0.755959033966,-1.0500921011,2.07352590561
1629424780559800570,2656,163298000000,,0.755959033966,-1.0500921011,2.07352590561
1629424780574308925,2657,163298000000,,0.755959033966,-1.0500921011,2.07352590561
1629424780635350441,2658,163389000000,,0.818937182426,-1.02114617825,2.12967443466
1629424780650049325,2659,163389000000,,0.818937182426,-1.02114617825,2.12967443466
1629424780726267793,2660,163478000000,,0.890976130962,-0.976056158543,2.21824479103
1629424780741298357,2661,163478000000,,0.890976130962,-0.976056158543,2.21824479103
1629424780845048623,2662,163598000000,,0.967979252338,-0.913047850132,2.28769874573
